Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2026-07-23 09:15:00+05:30,1283.0,1283.0,1278.4000244140625,1279.199951171875,0,0.0,0.0
2026-07-23 09:16:00+05:30,1279.5999755859375,1281.699951171875,1279.4000244140625,1281.699951171875,46203,0.0,0.0
2026-07-23 09:17:00+05:30,1281.0,1281.0,1280.5,1281.0,37243,0.0,0.0
2026-07-23 09:18:00+05:30,1281.0999755859375,1281.5999755859375,1280.800048828125,1281.5999755859375,35685,0.0,0.0
2026-07-23 09:19:00+05:30,1282.0,1282.0,1280.699951171875,1281.5999755859375,46376,0.0,0.0
2026-07-23 09:20:00+05:30,1280.9000244140625,1281.5999755859375,1280.5,1281.5999755859375,26405,0.0,0.0
2026-07-23 09:21:00+05:30,1282.0,1282.0,1281.300048828125,1281.5,26723,0.0,0.0
2026-07-23 09:22:00+05:30,1281.4000244140625,1282.4000244140625,1281.4000244140625,1282.0,24358,0.0,0.0
2026-07-23 09:23:00+05:30,1282.4000244140625,1282.800048828125,1282.199951171875,1282.699951171875,14101,0.0,0.0
2026-07-23 09:24:00+05:30,1283.0,1283.300048828125,1283.0,1283.199951171875,18371,0.0,0.0
2026-07-23 09:25:00+05:30,1283.4000244140625,1283.4000244140625,1282.9000244140625,1283.4000244140625,43922,0.0,0.0
2026-07-23 09:26:00+05:30,1283.300048828125,1283.699951171875,1282.5999755859375,1283.0,26326,0.0,0.0
2026-07-23 09:27:00+05:30,1282.4000244140625,1282.4000244140625,1281.300048828125,1281.4000244140625,25699,0.0,0.0
2026-07-23 09:28:00+05:30,1281.4000244140625,1281.5,1281.0,1281.5,26071,0.0,0.0
2026-07-23 09:29:00+05:30,1281.9000244140625,1282.0,1281.4000244140625,1281.4000244140625,18214,0.0,0.0
2026-07-23 09:30:00+05:30,1281.0,1281.0,1280.800048828125,1280.9000244140625,19564,0.0,0.0
2026-07-23 09:31:00+05:30,1280.9000244140625,1281.199951171875,1280.800048828125,1280.9000244140625,22359,0.0,0.0
2026-07-23 09:32:00+05:30,1281.0,1281.0,1280.199951171875,1280.300048828125,16157,0.0,0.0
2026-07-23 09:33:00+05:30,1280.5,1281.0999755859375,1280.5,1281.0999755859375,12475,0.0,0.0
2026-07-23 09:34:00+05:30,1281.0999755859375,1281.300048828125,1280.9000244140625,1281.300048828125,17102,0.0,0.0
2026-07-23 09:35:00+05:30,1281.300048828125,1281.300048828125,1280.699951171875,1280.800048828125,16060,0.0,0.0
2026-07-23 09:36:00+05:30,1280.199951171875,1280.5,1279.5999755859375,1280.199951171875,81901,0.0,0.0
2026-07-23 09:37:00+05:30,1280.300048828125,1281.0,1280.300048828125,1280.800048828125,16503,0.0,0.0
2026-07-23 09:38:00+05:30,1281.0,1281.0,1280.699951171875,1281.0,9142,0.0,0.0
2026-07-23 09:39:00+05:30,1281.0,1281.9000244140625,1280.9000244140625,1281.9000244140625,14053,0.0,0.0
2026-07-23 09:40:00+05:30,1281.199951171875,1282.5,1281.199951171875,1281.5999755859375,34987,0.0,0.0
2026-07-23 09:41:00+05:30,1281.800048828125,1282.300048828125,1281.699951171875,1282.300048828125,23487,0.0,0.0
2026-07-23 09:42:00+05:30,1282.300048828125,1282.300048828125,1281.4000244140625,1281.4000244140625,8969,0.0,0.0
2026-07-23 09:43:00+05:30,1280.9000244140625,1281.300048828125,1280.699951171875,1281.300048828125,13853,0.0,0.0
2026-07-23 09:44:00+05:30,1281.5,1281.5999755859375,1281.5,1281.5999755859375,4666,0.0,0.0
2026-07-23 09:45:00+05:30,1281.5999755859375,1282.0999755859375,1281.5999755859375,1282.0,20096,0.0,0.0
2026-07-23 09:46:00+05:30,1281.5,1281.699951171875,1281.4000244140625,1281.4000244140625,11397,0.0,0.0
2026-07-23 09:47:00+05:30,1281.4000244140625,1281.4000244140625,1280.9000244140625,1280.9000244140625,21190,0.0,0.0
2026-07-23 09:48:00+05:30,1280.4000244140625,1280.699951171875,1280.300048828125,1280.699951171875,19519,0.0,0.0
2026-07-23 09:49:00+05:30,1280.9000244140625,1281.0,1280.699951171875,1281.0,6863,0.0,0.0
2026-07-23 09:50:00+05:30,1281.0,1281.199951171875,1281.0,1281.0,10210,0.0,0.0
2026-07-23 09:51:00+05:30,1281.0999755859375,1281.699951171875,1281.0999755859375,1281.5999755859375,12895,0.0,0.0
2026-07-23 09:52:00+05:30,1281.699951171875,1281.800048828125,1281.5999755859375,1281.699951171875,8409,0.0,0.0
2026-07-23 09:53:00+05:30,1281.800048828125,1282.0,1281.5,1282.0,15931,0.0,0.0
2026-07-23 09:54:00+05:30,1282.0999755859375,1282.0999755859375,1281.699951171875,1281.9000244140625,16906,0.0,0.0
2026-07-23 09:55:00+05:30,1282.0,1283.4000244140625,1282.0,1282.9000244140625,25638,0.0,0.0
2026-07-23 09:56:00+05:30,1283.300048828125,1283.9000244140625,1283.0999755859375,1283.699951171875,21642,0.0,0.0
2026-07-23 09:57:00+05:30,1283.800048828125,1283.800048828125,1283.0999755859375,1283.199951171875,20511,0.0,0.0
2026-07-23 09:58:00+05:30,1283.199951171875,1283.4000244140625,1283.0999755859375,1283.300048828125,13395,0.0,0.0
2026-07-23 09:59:00+05:30,1283.4000244140625,1283.5999755859375,1283.4000244140625,1283.5999755859375,13006,0.0,0.0
2026-07-23 10:00:00+05:30,1283.5999755859375,1284.5,1283.5999755859375,1284.0,17735,0.0,0.0
2026-07-23 10:01:00+05:30,1284.199951171875,1284.199951171875,1284.0,1284.0,15069,0.0,0.0
2026-07-23 10:02:00+05:30,1284.0,1284.0,1283.5999755859375,1283.5999755859375,19288,0.0,0.0
2026-07-23 10:03:00+05:30,1283.699951171875,1284.199951171875,1283.5999755859375,1284.0,10961,0.0,0.0
2026-07-23 10:04:00+05:30,1284.0,1284.699951171875,1284.0,1284.699951171875,24073,0.0,0.0
2026-07-23 10:05:00+05:30,1284.699951171875,1284.699951171875,1284.0,1284.5,11247,0.0,0.0
2026-07-23 10:06:00+05:30,1284.4000244140625,1284.4000244140625,1283.699951171875,1283.800048828125,20378,0.0,0.0
2026-07-23 10:07:00+05:30,1284.199951171875,1284.199951171875,1283.699951171875,1284.0999755859375,24419,0.0,0.0
2026-07-23 10:08:00+05:30,1283.5,1283.5999755859375,1283.0,1283.199951171875,62508,0.0,0.0
2026-07-23 10:09:00+05:30,1283.0,1283.5,1282.800048828125,1283.4000244140625,17636,0.0,0.0
2026-07-23 10:10:00+05:30,1283.4000244140625,1283.5999755859375,1283.0,1283.199951171875,11699,0.0,0.0
2026-07-23 10:11:00+05:30,1283.199951171875,1283.4000244140625,1283.0,1283.0,11126,0.0,0.0
2026-07-23 10:12:00+05:30,1283.300048828125,1283.4000244140625,1282.699951171875,1282.800048828125,9904,0.0,0.0
2026-07-23 10:13:00+05:30,1282.699951171875,1282.800048828125,1282.4000244140625,1282.800048828125,9454,0.0,0.0
2026-07-23 10:14:00+05:30,1282.699951171875,1282.9000244140625,1282.5,1282.800048828125,9382,0.0,0.0
2026-07-23 10:15:00+05:30,1282.800048828125,1282.9000244140625,1282.800048828125,1282.9000244140625,5751,0.0,0.0
2026-07-23 10:16:00+05:30,1282.9000244140625,1283.4000244140625,1282.9000244140625,1283.300048828125,7944,0.0,0.0
2026-07-23 10:17:00+05:30,1283.199951171875,1283.4000244140625,1283.0999755859375,1283.300048828125,7239,0.0,0.0
2026-07-23 10:18:00+05:30,1283.4000244140625,1283.5999755859375,1283.300048828125,1283.5999755859375,13608,0.0,0.0
2026-07-23 10:19:00+05:30,1283.5999755859375,1283.699951171875,1283.4000244140625,1283.5,4406,0.0,0.0
2026-07-23 10:20:00+05:30,1283.5,1283.5,1283.300048828125,1283.4000244140625,5319,0.0,0.0
2026-07-23 10:21:00+05:30,1283.300048828125,1283.4000244140625,1282.699951171875,1283.199951171875,13586,0.0,0.0
2026-07-23 10:22:00+05:30,1283.0999755859375,1283.199951171875,1283.0,1283.0999755859375,10209,0.0,0.0
2026-07-23 10:23:00+05:30,1283.199951171875,1283.199951171875,1283.0,1283.0,7400,0.0,0.0
2026-07-23 10:24:00+05:30,1283.0999755859375,1284.5,1283.0999755859375,1284.5,17804,0.0,0.0
2026-07-23 10:25:00+05:30,1284.5,1285.9000244140625,1284.4000244140625,1285.9000244140625,32896,0.0,0.0
2026-07-23 10:26:00+05:30,1285.9000244140625,1286.5,1285.0,1285.300048828125,30940,0.0,0.0
2026-07-23 10:27:00+05:30,1285.4000244140625,1286.0999755859375,1285.300048828125,1285.5,14741,0.0,0.0
2026-07-23 10:28:00+05:30,1285.5999755859375,1286.0999755859375,1285.5999755859375,1286.0,8769,0.0,0.0
2026-07-23 10:29:00+05:30,1286.0999755859375,1286.0999755859375,1285.5999755859375,1285.5999755859375,6388,0.0,0.0
2026-07-23 10:30:00+05:30,1285.699951171875,1285.800048828125,1285.4000244140625,1285.4000244140625,15764,0.0,0.0
2026-07-23 10:31:00+05:30,1285.199951171875,1285.199951171875,1284.9000244140625,1284.9000244140625,8780,0.0,0.0
2026-07-23 10:32:00+05:30,1284.800048828125,1285.0,1284.5,1284.699951171875,12742,0.0,0.0
2026-07-23 10:33:00+05:30,1284.699951171875,1285.0,1284.5,1285.0,4812,0.0,0.0
2026-07-23 10:34:00+05:30,1284.9000244140625,1285.0,1284.5999755859375,1285.0,7592,0.0,0.0
2026-07-23 10:35:00+05:30,1285.0,1285.199951171875,1284.9000244140625,1285.199951171875,13702,0.0,0.0
2026-07-23 10:36:00+05:30,1285.199951171875,1285.199951171875,1285.0999755859375,1285.0999755859375,7052,0.0,0.0
2026-07-23 10:37:00+05:30,1285.0,1285.0999755859375,1285.0,1285.0999755859375,4748,0.0,0.0
2026-07-23 10:38:00+05:30,1285.0999755859375,1285.5,1285.0999755859375,1285.5,11595,0.0,0.0
2026-07-23 10:39:00+05:30,1285.5,1285.800048828125,1285.5,1285.800048828125,8776,0.0,0.0
2026-07-23 10:40:00+05:30,1285.9000244140625,1286.4000244140625,1285.9000244140625,1286.300048828125,16066,0.0,0.0
2026-07-23 10:41:00+05:30,1286.199951171875,1286.800048828125,1286.199951171875,1286.5,15561,0.0,0.0
2026-07-23 10:42:00+05:30,1286.5,1286.5999755859375,1286.0,1286.5,13307,0.0,0.0
2026-07-23 10:43:00+05:30,1286.5,1286.5,1286.300048828125,1286.4000244140625,8846,0.0,0.0
2026-07-23 10:44:00+05:30,1286.4000244140625,1287.0,1286.4000244140625,1287.0,13709,0.0,0.0
2026-07-23 10:45:00+05:30,1287.0,1287.300048828125,1286.5,1286.5999755859375,13521,0.0,0.0
2026-07-23 10:46:00+05:30,1286.5999755859375,1286.5999755859375,1286.199951171875,1286.300048828125,18309,0.0,0.0
2026-07-23 10:47:00+05:30,1286.199951171875,1286.300048828125,1286.0,1286.0999755859375,5903,0.0,0.0
2026-07-23 10:48:00+05:30,1286.0,1286.4000244140625,1286.0,1286.0999755859375,13316,0.0,0.0
2026-07-23 10:49:00+05:30,1286.300048828125,1286.699951171875,1286.0999755859375,1286.0999755859375,10980,0.0,0.0
2026-07-23 10:50:00+05:30,1286.0999755859375,1286.300048828125,1285.699951171875,1285.800048828125,14681,0.0,0.0
2026-07-23 10:51:00+05:30,1285.800048828125,1286.0,1285.5999755859375,1285.800048828125,11128,0.0,0.0
2026-07-23 10:52:00+05:30,1285.9000244140625,1285.9000244140625,1285.4000244140625,1285.800048828125,6928,0.0,0.0
2026-07-23 10:53:00+05:30,1285.800048828125,1285.800048828125,1285.0,1285.199951171875,28528,0.0,0.0
2026-07-23 10:54:00+05:30,1285.199951171875,1285.199951171875,1284.5999755859375,1284.9000244140625,6781,0.0,0.0
2026-07-23 10:55:00+05:30,1284.800048828125,1284.800048828125,1284.0,1284.199951171875,12578,0.0,0.0
2026-07-23 10:56:00+05:30,1284.300048828125,1284.5,1284.0,1284.5,6085,0.0,0.0
2026-07-23 10:57:00+05:30,1284.5,1284.5999755859375,1284.4000244140625,1284.5,8501,0.0,0.0
2026-07-23 10:58:00+05:30,1284.5,1284.800048828125,1284.5,1284.5,12003,0.0,0.0
2026-07-23 10:59:00+05:30,1284.5999755859375,1285.0,1284.5999755859375,1284.9000244140625,6126,0.0,0.0
2026-07-23 11:00:00+05:30,1284.800048828125,1285.0,1284.800048828125,1285.0,6021,0.0,0.0
2026-07-23 11:01:00+05:30,1285.0,1285.0,1284.9000244140625,1284.9000244140625,5661,0.0,0.0
2026-07-23 11:02:00+05:30,1284.9000244140625,1285.0,1284.5999755859375,1284.9000244140625,8162,0.0,0.0
2026-07-23 11:03:00+05:30,1285.0,1285.0,1284.800048828125,1285.0,7306,0.0,0.0
2026-07-23 11:04:00+05:30,1284.9000244140625,1285.0,1284.800048828125,1284.9000244140625,9792,0.0,0.0
2026-07-23 11:05:00+05:30,1284.9000244140625,1285.0,1284.9000244140625,1284.9000244140625,4851,0.0,0.0
2026-07-23 11:06:00+05:30,1284.9000244140625,1285.0,1284.9000244140625,1284.9000244140625,10901,0.0,0.0
2026-07-23 11:07:00+05:30,1284.9000244140625,1285.0,1284.800048828125,1284.9000244140625,9535,0.0,0.0
2026-07-23 11:08:00+05:30,1284.800048828125,1284.800048828125,1284.5,1284.5,12413,0.0,0.0
2026-07-23 11:09:00+05:30,1284.5999755859375,1284.9000244140625,1284.5,1284.9000244140625,9868,0.0,0.0
2026-07-23 11:10:00+05:30,1284.699951171875,1284.800048828125,1284.5,1284.699951171875,7261,0.0,0.0
2026-07-23 11:11:00+05:30,1284.800048828125,1284.9000244140625,1284.699951171875,1284.699951171875,6982,0.0,0.0
2026-07-23 11:12:00+05:30,1284.800048828125,1284.9000244140625,1284.300048828125,1284.4000244140625,5550,0.0,0.0
2026-07-23 11:13:00+05:30,1284.4000244140625,1284.5,1283.5999755859375,1284.4000244140625,34730,0.0,0.0
2026-07-23 11:14:00+05:30,1284.699951171875,1285.0999755859375,1284.0,1284.800048828125,92785,0.0,0.0
2026-07-23 11:15:00+05:30,1285.0,1285.800048828125,1284.800048828125,1285.4000244140625,25246,0.0,0.0
2026-07-23 11:16:00+05:30,1285.4000244140625,1286.699951171875,1284.9000244140625,1285.5,57378,0.0,0.0
2026-07-23 11:17:00+05:30,1285.4000244140625,1286.0,1285.0999755859375,1285.4000244140625,50141,0.0,0.0
2026-07-23 11:18:00+05:30,1285.5,1285.5,1284.0,1284.0,30720,0.0,0.0
2026-07-23 11:19:00+05:30,1284.199951171875,1285.4000244140625,1284.199951171875,1285.199951171875,109321,0.0,0.0
2026-07-23 11:20:00+05:30,1285.199951171875,1285.699951171875,1284.0999755859375,1284.9000244140625,129368,0.0,0.0
2026-07-23 11:21:00+05:30,1284.9000244140625,1285.0,1284.0,1284.0,26761,0.0,0.0
2026-07-23 11:22:00+05:30,1284.0,1284.199951171875,1283.199951171875,1283.5,23878,0.0,0.0
2026-07-23 11:23:00+05:30,1283.4000244140625,1283.699951171875,1283.0999755859375,1283.0999755859375,10146,0.0,0.0
2026-07-23 11:24:00+05:30,1283.300048828125,1283.5,1282.800048828125,1282.800048828125,12250,0.0,0.0
2026-07-23 11:25:00+05:30,1282.9000244140625,1283.0,1282.699951171875,1283.0,7584,0.0,0.0
2026-07-23 11:26:00+05:30,1282.5999755859375,1283.0999755859375,1282.5,1282.699951171875,9686,0.0,0.0
2026-07-23 11:27:00+05:30,1283.0999755859375,1283.0999755859375,1282.0,1282.4000244140625,33543,0.0,0.0
2026-07-23 11:28:00+05:30,1282.5,1282.5,1281.5999755859375,1282.0999755859375,39722,0.0,0.0
